id,source_file,dataset_key,series_year,period_start,period_end,period_label,jurisdiction,jurisdiction_slug,location,location_slug,age_group,age_group_slug,metric_key,metric_label,metric_group,detection_method,detection_method_slug,fines,arrests,charges,total_actions
fines-09245,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,17-25,17-25,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed or mobile camera,fixed-or-mobile-camera,2,0,0,2
fines-09246,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,17-25,17-25,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,9,0,2,11
fines-09247,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,474,0,0,474
fines-09248,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,294,0,11,305
fines-09249,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,17-25,17-25,unlicensed_driving,Unlicensed driving,Licensing,Police issued,police-issued,2,0,37,39
fines-09250,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,26-39,26-39,mobile_phone_use,Mobile phone use,Distraction,Fixed or mobile camera,fixed-or-mobile-camera,11,0,0,11
fines-09251,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,26-39,26-39,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,55,0,2,57
fines-09252,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,26-39,26-39,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed or mobile camera,fixed-or-mobile-camera,10,0,0,10
fines-09253,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,26-39,26-39,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,21,0,0,21
fines-09254,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,1128,0,0,1128
fines-09255,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,504,0,17,521
fines-09256,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,26-39,26-39,unlicensed_driving,Unlicensed driving,Licensing,Police issued,police-issued,5,0,86,91
fines-09257,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,40-64,40-64,mobile_phone_use,Mobile phone use,Distraction,Fixed or mobile camera,fixed-or-mobile-camera,16,0,0,16
fines-09258,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,40-64,40-64,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,35,0,0,35
fines-09259,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,40-64,40-64,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed or mobile camera,fixed-or-mobile-camera,12,0,0,12
fines-09260,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,40-64,40-64,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,13,0,1,14
fines-09261,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,1692,0,0,1692
fines-09262,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,536,0,8,544
fines-09263,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,40-64,40-64,unlicensed_driving,Unlicensed driving,Licensing,Police issued,police-issued,3,0,46,49
fines-09264,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,65 and over,65-and-over,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,8,0,0,8
fines-09265,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,65 and over,65-and-over,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed or mobile camera,fixed-or-mobile-camera,8,0,0,8
fines-09266,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,65 and over,65-and-over,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,5,0,0,5
fines-09267,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,561,0,0,561
fines-09268,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,168,0,0,168
fines-09269,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,TAS,tas,Unknown,unknown,Unknown,unknown,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,1,0,0,1
fines-09270,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,0-16,0-16,unlicensed_driving,Unlicensed driving,Licensing,Police issued,police-issued,2,0,0,2
fines-09271,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,17-25,17-25,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,36,0,0,36
fines-09272,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,17-25,17-25,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,27,0,0,27
fines-09273,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,85,0,0,85
fines-09274,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,529,0,0,529
fines-09275,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,706,0,0,706
fines-09276,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,17-25,17-25,unlicensed_driving,Unlicensed driving,Licensing,Police issued,police-issued,26,0,0,26
fines-09277,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,26-39,26-39,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,72,0,0,72
fines-09278,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,26-39,26-39,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,53,0,0,53
fines-09279,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,349,0,0,349
fines-09280,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,1752,0,0,1752
fines-09281,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,1515,0,0,1515
fines-09282,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,26-39,26-39,unlicensed_driving,Unlicensed driving,Licensing,Police issued,police-issued,92,0,0,92
fines-09283,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,40-64,40-64,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,57,0,0,57
fines-09284,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,40-64,40-64,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,51,0,0,51
fines-09285,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,673,0,0,673
fines-09286,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,2695,0,0,2695
fines-09287,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,1943,0,0,1943
fines-09288,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,40-64,40-64,unlicensed_driving,Unlicensed driving,Licensing,Police issued,police-issued,58,0,0,58
fines-09289,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,65 and over,65-and-over,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,5,0,0,5
fines-09290,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,65 and over,65-and-over,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,11,0,0,11
fines-09291,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,327,0,0,327
fines-09292,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,1056,0,0,1056
fines-09293,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,539,0,0,539
fines-09294,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,65 and over,65-and-over,unlicensed_driving,Unlicensed driving,Licensing,Police issued,police-issued,7,0,0,7
fines-09295,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,Unknown,unknown,mobile_phone_use,Mobile phone use,Distraction,Mobile camera,mobile-camera,295,0,0,295
fines-09296,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,Unknown,unknown,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,1,0,0,1
fines-09297,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,Unknown,unknown,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Mobile camera,mobile-camera,3357,0,0,3357
fines-09298,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,Unknown,unknown,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,514,0,0,514
fines-09299,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,Unknown,unknown,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,1555,0,0,1555
fines-09300,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Inner Regional Australia,inner-regional-australia,Unknown,unknown,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,1,0,0,1
fines-09301,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,0-16,0-16,unlicensed_driving,Unlicensed driving,Licensing,Police issued,police-issued,3,0,0,3
fines-09302,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,17-25,17-25,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,246,0,0,246
fines-09303,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,17-25,17-25,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,76,0,0,76
fines-09304,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,3011,0,0,3011
fines-09305,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,2190,0,0,2190
fines-09306,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,1061,0,0,1061
fines-09307,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,17-25,17-25,unlicensed_driving,Unlicensed driving,Licensing,Police issued,police-issued,118,0,0,118
fines-09308,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,26-39,26-39,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,686,0,0,686
fines-09309,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,26-39,26-39,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,200,0,0,200
fines-09310,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,10596,0,0,10596
fines-09311,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,8854,0,0,8854
fines-09312,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,2022,0,0,2022
fines-09313,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,26-39,26-39,unlicensed_driving,Unlicensed driving,Licensing,Police issued,police-issued,249,0,0,249
fines-09314,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,40-64,40-64,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,546,0,0,546
fines-09315,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,40-64,40-64,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,132,0,0,132
fines-09316,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,17654,0,0,17654
fines-09317,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,14350,0,0,14350
fines-09318,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,2386,0,0,2386
fines-09319,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,40-64,40-64,unlicensed_driving,Unlicensed driving,Licensing,Police issued,police-issued,130,0,0,130
fines-09320,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,65 and over,65-and-over,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,51,0,0,51
fines-09321,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,65 and over,65-and-over,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,30,0,0,30
fines-09322,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,4860,0,0,4860
fines-09323,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,3777,0,0,3777
fines-09324,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,461,0,0,461
fines-09325,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,65 and over,65-and-over,unlicensed_driving,Unlicensed driving,Licensing,Police issued,police-issued,10,0,0,10
fines-09326,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,Unknown,unknown,mobile_phone_use,Mobile phone use,Distraction,Mobile camera,mobile-camera,3882,0,0,3882
fines-09327,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,Unknown,unknown,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,1,0,0,1
fines-09328,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,Unknown,unknown,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Mobile camera,mobile-camera,431,0,0,431
fines-09329,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,Unknown,unknown,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,1,0,0,1
fines-09330,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,Unknown,unknown,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,11578,0,0,11578
fines-09331,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,Unknown,unknown,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,7057,0,0,7057
fines-09332,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Major Cities of Australia,major-cities-of-australia,Unknown,unknown,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,4,0,0,4
fines-09333,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Outer Regional Australia,outer-regional-australia,0-16,0-16,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,1,0,0,1
fines-09334,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Outer Regional Australia,outer-regional-australia,0-16,0-16,unlicensed_driving,Unlicensed driving,Licensing,Police issued,police-issued,1,0,0,1
fines-09335,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Outer Regional Australia,outer-regional-australia,17-25,17-25,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,11,0,0,11
fines-09336,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Outer Regional Australia,outer-regional-australia,17-25,17-25,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,12,0,0,12
fines-09337,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Outer Regional Australia,outer-regional-australia,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,2,0,0,2
fines-09338,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Outer Regional Australia,outer-regional-australia,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,101,0,0,101
fines-09339,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Outer Regional Australia,outer-regional-australia,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,161,0,0,161
fines-09340,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Outer Regional Australia,outer-regional-australia,17-25,17-25,unlicensed_driving,Unlicensed driving,Licensing,Police issued,police-issued,12,0,0,12
fines-09341,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Outer Regional Australia,outer-regional-australia,26-39,26-39,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,28,0,0,28
fines-09342,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Outer Regional Australia,outer-regional-australia,26-39,26-39,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,22,0,0,22
fines-09343,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Outer Regional Australia,outer-regional-australia,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,12,0,0,12
fines-09344,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Outer Regional Australia,outer-regional-australia,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,293,0,0,293
fines-09345,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Outer Regional Australia,outer-regional-australia,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,301,0,0,301
fines-09346,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2023,2023-08-01,2023-08-31,Aug 2023,VIC,vic,Outer Regional Australia,outer-regional-australia,26-39,26-39,unlicensed_driving,Unlicensed driving,Licensing,Police issued,police-issued,36,0,0,36
