id,source_file,dataset_key,series_year,period_start,period_end,period_label,jurisdiction,jurisdiction_slug,location,location_slug,age_group,age_group_slug,metric_key,metric_label,metric_group,detection_method,detection_method_slug,fines,arrests,charges,total_actions
fines-02630,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Outer Regional Australia,outer-regional-australia,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,63,0,0,63
fines-02631,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Outer Regional Australia,outer-regional-australia,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,322,0,2,324
fines-02632,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Outer Regional Australia,outer-regional-australia,40-64,40-64,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,2,0,0,2
fines-02633,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Outer Regional Australia,outer-regional-australia,40-64,40-64,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,18,0,0,18
fines-02634,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Outer Regional Australia,outer-regional-australia,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,39,0,0,39
fines-02635,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Outer Regional Australia,outer-regional-australia,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,149,0,0,149
fines-02636,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Outer Regional Australia,outer-regional-australia,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,490,3,2,495
fines-02637,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Outer Regional Australia,outer-regional-australia,65 and over,65-and-over,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,14,0,0,14
fines-02638,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Outer Regional Australia,outer-regional-australia,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,20,0,0,20
fines-02639,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Outer Regional Australia,outer-regional-australia,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,66,0,0,66
fines-02640,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Outer Regional Australia,outer-regional-australia,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,174,0,0,174
fines-02641,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Outer Regional Australia,outer-regional-australia,65 and over,65-and-over,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,3,0,0,3
fines-02642,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Outer Regional Australia,outer-regional-australia,Unknown,unknown,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,2,0,0,2
fines-02643,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Outer Regional Australia,outer-regional-australia,Unknown,unknown,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,9,0,0,9
fines-02644,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Outer Regional Australia,outer-regional-australia,Unknown,unknown,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,1,0,0,1
fines-02645,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Outer Regional Australia,outer-regional-australia,Unknown,unknown,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,59,0,0,59
fines-02646,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Remote Australia,remote-australia,0-16,0-16,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,1,0,0,1
fines-02647,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Remote Australia,remote-australia,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,1,0,0,1
fines-02648,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Remote Australia,remote-australia,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,32,0,0,32
fines-02649,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Remote Australia,remote-australia,26-39,26-39,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,1,0,0,1
fines-02650,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Remote Australia,remote-australia,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,3,0,0,3
fines-02651,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Remote Australia,remote-australia,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,66,0,0,66
fines-02652,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Remote Australia,remote-australia,40-64,40-64,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,2,0,0,2
fines-02653,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Remote Australia,remote-australia,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,2,0,0,2
fines-02654,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Remote Australia,remote-australia,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,78,0,1,79
fines-02655,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Remote Australia,remote-australia,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,22,0,0,22
fines-02656,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Remote Australia,remote-australia,65 and over,65-and-over,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,0,0,0,0
fines-02657,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Remote Australia,remote-australia,Unknown,unknown,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,5,0,0,5
fines-02658,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Unknown,unknown,0-16,0-16,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,0,4,2,6
fines-02659,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Unknown,unknown,17-25,17-25,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,1,0,0,1
fines-02660,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Unknown,unknown,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,26,0,0,26
fines-02661,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Unknown,unknown,17-25,17-25,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,0,22,56,78
fines-02662,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Unknown,unknown,26-39,26-39,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,1,0,0,1
fines-02663,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Unknown,unknown,26-39,26-39,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,1,0,0,1
fines-02664,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Unknown,unknown,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,3,0,0,3
fines-02665,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Unknown,unknown,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,46,0,0,46
fines-02666,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Unknown,unknown,26-39,26-39,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,0,49,141,190
fines-02667,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Unknown,unknown,40-64,40-64,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,3,0,0,3
fines-02668,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Unknown,unknown,40-64,40-64,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,2,0,0,2
fines-02669,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Unknown,unknown,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,5,0,0,5
fines-02670,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Unknown,unknown,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,56,0,0,56
fines-02671,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Unknown,unknown,40-64,40-64,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,0,38,151,189
fines-02672,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Unknown,unknown,65 and over,65-and-over,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,1,0,0,1
fines-02673,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Unknown,unknown,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,5,0,0,5
fines-02674,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Unknown,unknown,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,20,0,0,20
fines-02675,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Unknown,unknown,65 and over,65-and-over,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,0,4,7,11
fines-02676,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Unknown,unknown,Unknown,unknown,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,11,0,0,11
fines-02677,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Very Remote Australia,very-remote-australia,17-25,17-25,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,1,0,0,1
fines-02678,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Very Remote Australia,very-remote-australia,17-25,17-25,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,1,0,0,1
fines-02679,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Very Remote Australia,very-remote-australia,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,26,0,0,26
fines-02680,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Very Remote Australia,very-remote-australia,26-39,26-39,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,1,0,0,1
fines-02681,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Very Remote Australia,very-remote-australia,26-39,26-39,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,6,0,0,6
fines-02682,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Very Remote Australia,very-remote-australia,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,54,0,0,54
fines-02683,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Very Remote Australia,very-remote-australia,40-64,40-64,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,2,0,0,2
fines-02684,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Very Remote Australia,very-remote-australia,40-64,40-64,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,5,0,0,5
fines-02685,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Very Remote Australia,very-remote-australia,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,87,0,0,87
fines-02686,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Very Remote Australia,very-remote-australia,65 and over,65-and-over,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,2,0,0,2
fines-02687,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Very Remote Australia,very-remote-australia,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,22,0,0,22
fines-02688,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,SA,sa,Very Remote Australia,very-remote-australia,Unknown,unknown,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,6,0,0,6
fines-02689,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,0-16,0-16,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed or mobile camera,fixed-or-mobile-camera,1,0,0,1
fines-02690,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,0-16,0-16,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,1,0,0,1
fines-02691,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,0-16,0-16,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,0,1,5,6
fines-02692,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,17-25,17-25,mobile_phone_use,Mobile phone use,Distraction,Fixed or mobile camera,fixed-or-mobile-camera,9,0,0,9
fines-02693,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,17-25,17-25,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,16,0,0,16
fines-02694,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,17-25,17-25,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed or mobile camera,fixed-or-mobile-camera,21,0,0,21
fines-02695,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,17-25,17-25,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,9,0,2,11
fines-02696,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,589,0,0,589
fines-02697,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,291,0,15,306
fines-02698,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,17-25,17-25,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,6,0,36,42
fines-02699,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,26-39,26-39,mobile_phone_use,Mobile phone use,Distraction,Fixed or mobile camera,fixed-or-mobile-camera,25,0,0,25
fines-02700,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,26-39,26-39,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,37,0,2,39
fines-02701,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,26-39,26-39,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed or mobile camera,fixed-or-mobile-camera,105,0,0,105
fines-02702,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,26-39,26-39,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,16,0,4,20
fines-02703,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,1490,0,0,1490
fines-02704,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,409,0,22,431
fines-02705,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,26-39,26-39,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,9,0,76,85
fines-02706,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,40-64,40-64,mobile_phone_use,Mobile phone use,Distraction,Fixed or mobile camera,fixed-or-mobile-camera,29,0,0,29
fines-02707,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,40-64,40-64,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,23,0,1,24
fines-02708,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,40-64,40-64,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed or mobile camera,fixed-or-mobile-camera,93,0,0,93
fines-02709,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,40-64,40-64,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,15,0,1,16
fines-02710,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,2114,0,0,2114
fines-02711,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,471,0,14,485
fines-02712,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,40-64,40-64,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,9,0,50,59
fines-02713,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,65 and over,65-and-over,mobile_phone_use,Mobile phone use,Distraction,Fixed or mobile camera,fixed-or-mobile-camera,3,0,0,3
fines-02714,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,65 and over,65-and-over,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,7,0,0,7
fines-02715,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,65 and over,65-and-over,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed or mobile camera,fixed-or-mobile-camera,39,0,0,39
fines-02716,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,65 and over,65-and-over,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,8,0,1,9
fines-02717,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,752,0,0,752
fines-02718,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,142,0,1,143
fines-02719,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,65 and over,65-and-over,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,1,0,0,1
fines-02720,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,TAS,tas,Unknown,unknown,Unknown,unknown,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,2,0,0,2
fines-02721,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,0-16,0-16,mobile_phone_use,Mobile phone use,Distraction,Fixed camera,fixed-camera,0,0,0,0
fines-02722,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,0-16,0-16,mobile_phone_use,Mobile phone use,Distraction,Mobile camera,mobile-camera,0,0,0,0
fines-02723,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,0-16,0-16,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed camera,fixed-camera,0,0,0,0
fines-02724,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,0-16,0-16,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Mobile camera,mobile-camera,0,0,0,0
fines-02725,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,0-16,0-16,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,0,0,0,0
fines-02726,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,0-16,0-16,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,0,0,0,0
fines-02727,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,17-25,17-25,mobile_phone_use,Mobile phone use,Distraction,Fixed camera,fixed-camera,0,0,0,0
fines-02728,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,17-25,17-25,mobile_phone_use,Mobile phone use,Distraction,Mobile camera,mobile-camera,25,0,0,25
fines-02729,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,17-25,17-25,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed camera,fixed-camera,0,0,0,0
fines-02730,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,17-25,17-25,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Mobile camera,mobile-camera,41,0,0,41
fines-02731,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,82,0,0,82
fines-02732,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,677,0,0,677
fines-02733,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,26-39,26-39,mobile_phone_use,Mobile phone use,Distraction,Fixed camera,fixed-camera,0,0,0,0
fines-02734,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,26-39,26-39,mobile_phone_use,Mobile phone use,Distraction,Mobile camera,mobile-camera,114,0,0,114
fines-02735,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-05-01,2024-05-31,May 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,26-39,26-39,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed camera,fixed-camera,0,0,0,0
